SUBTOTAL,PARTIDA PRESUPUESTAL
1471.0,2494-027
1604.0,2494-027
1471.0,2494-027
1444.0,2494-027
284.48,2494-071
1785.19,2494-047
9434.49,2494-047
5067.06,2494-063
517.24,2494-043
2799.13,2494-063
34.22,2285-003
34.22,2285-003
22.0,2385-003
51.72,2285-003
4500.0,2485-003
3361.21,2494-047
827.07,2494-047
1500.0,2494-003
1081.03,2485-003
495.69,2485-003
115.64,2285-003
219.57,2485-003
836.21,2385-003
544.83,2385-003
1261.21,2385-003
50.51,2485-003
20.26,2485-003
1353.45,2498-003
730.0,2385-003
388.79,2385-003
6300.0,2494-071
93.0,2385-003
295.0,2485-003
240.0,2485-003
2765.0,2585-003
266.81,2585-003
72.41,2285-003
80.51,2494-027
945.95,2398-003
755.52,2398-003
215.52,2494-023
89.44,2494-023
1400.0,2494-027
1284.48,2285-003
34.8,2285-003
187.0,2385-003
36.0,2485-003
210.0,2494-027
1300.0,2494-003
1130.0,2494-071
1070.0,2494-071
1410.0,2494-071
1551.72,2494-071
1658.1,2494-071
1293.1,2494-055
1465.52,2494-055
1336.21,2494-055
1508.62,2494-055
35.84,2285-003
11800.0,2498-003
20862.42,2494-003
695.0,2494-063
226.42,2498-003
2616.21,2494-003
362.71,2494-063
375.0,2494-047
1580.88,2494-003
654.65,2494-003
175.6,2494-003
6022.41,2494-003
3776.51,2494-059
613.71,2494-059
750.0,7050-003
3159.58,3901-038
750.0,7050-003
1434.48,7050-003
3558.22,3901-038
317.24,7080-003
168.1,7080-003
1849.8799999999999,1641-012
1525.87,7230-004
523.5,3901-051
165.0,3410-012
11.0,3412-138
925.0,3410-012
3996.0,3410-012
30.74,7038-009
172.41,3629-006
948.28,3629-006
10.34,3629-003
53.45,7080-003
10.34,3629-003
55.17,2080-003
205.59,3410-012
93.1,3629-003
862.07,3629-006
862.07,3629-006
1293.1,3629-006
1724.14,3629-006
1724.14,3629-006
1724.14,3629-006
1724.14,3629-006
1724.14,3629-006
771.55,3901-051
862.07,3629-006
1293.1,3629-006
10.34,3629-003
10.34,3629-003
10.34,3629-003
10.34,3629-003
1551.72,3629-006
861.7,3410-012
10.34,3629-003
10.34,3629-003
10.34,3629-003
241.38,3410-012
89.23,7230-005
34.22,7038-009
30.74,7038-009
30.74,7038-009
34.22,7038-009
554.56,2080-003
166.38,2080-003
758.1,7050-004
193.88,3410-012
343.1,3410-012
1853.45,7050-004
87.84,3410-012
88.79,3629-003
119.83,3412-138
119.83,3412-138
24.5,2080-003
644.67,2080-003
205.18,3410-012
117.24,3629-003
181.03,3629-003
204.31,3629-003
93.1,3629-003
106.9,3629-003
349.14,3410-012
34.22,7038-009
260.0,3410-012
498.01,2080-003
34.22,7038-009
736.95,7050-005
-698.0,2794-003
-1529.32,2794-003
-4098.0,2794-003
-1599.0,2794-003
280.0,2808-003
593.53,2808-003
137.76,2808-003
43.1,2808-003
142.68,2808-003
2013.67,2808-003
172.3,2808-003
437.07,2808-003
1453.53,2808-003
313.72,2808-003
392.16,2808-003
575.16,2808-003
1389.52,2808-003
4090.68,2808-003
171.98,2808-003
1064.65,2808-003
14991.4,2808-003
6978.44,2808-003
4315842.24,Income (Funding)
690534.76,Income (Funding) IVA
-332279.42,Petty Cash & Floats
333646.3,DEV IVA
-9955.54310344828,DEV IVA
-7560.88793103448,DEV IVA
-32813.0,1403-030
-33.12,7038-008
3200.0,3498-003
109000.0,1287-013
3000.0,2495-021
8780.0,3683-036
828.45,2794-003
861.21,2794-003
1593.97,2794-003
15529.41,3902-026
465.88,3999-001
1800.0,3683-036
9000.0,3683-036
25100.0,3683-036
35000.0,2495-003
10000.0,3683-129
456750.0,1401-043
386400.0,1401-064
1470.0,2405-025
7500.0,2405-019
15000.0,2405-020
720.0,3442-006
1250.0,3145-031
4800.0,3716-003
9600.0,1641-004
7500.0,3480-003
75100.0,3498-003
17000.0,3498-003
27050.0,3298-003
9000.0,3412-138
2480.0,3498-003
4300.0,3498-003
3836.22,2494-027
43.1,2494-027
319.4,2485-003
2893.97,2498-003
435.73,2498-003
958.61,2498-003
137.07,2498-003
64.31,2485-003
3309.83,2498-003
181.03,2485-003
7236.19,2498-003
34.22,2285-003
92.0,2498-003
767.22,2494-003
1168.36,2494-003
2928.1,2494-055
2381.47,2494-027
4688.79,2498-003
10344.83,2498-003
270.36,2485-003
584.13,2485-003
2007.76,2311-003
646.56,2498-003
4308.62,2498-003
478.64,2311-003
26.68,2285-003
975.0,2594-003
2196.54,2585-003
2000.0,2594-003
3530.17,2594-003
501.0,2594-003
806.21,2594-003
900.86,2585-003
507.69,2585-003
101.72,2585-003
2067.36,2598-003
1188.79,2598-003
143.1,2598-003
197.41,2598-003
488.79,2585-003
50.0,2585-003
833.53,2585-003
113.68,2594-003
296.0,2594-003
1093.0,2585-003
419.0,2594-003
43.1,2494-063
4464.25,2494-003
1743.96,2494-059
10.0,2485-003
157.54,2494-027
51.72,2285-003
1675.0,2498-003
590.0,2498-003
1715.52,2494-003
215.52,2485-003
423.19,2498-003
573.28,2498-003
8.62,2485-003
80.0,2285-003
30.74,2285-003
31.32,2285-003
58.49,2285-003
103.4,2285-003
86.16,2285-003
129.28,2285-003
460.73,2285-003
45.13,2285-003
129.27,2285-003
103.37,2285-003
77.52,2285-003
77.56,2285-003
94.81,2285-003
120.68,2285-003
86.2,2285-003
94.78,2285-003
86.12,2285-003
94.79,2285-003
79.11,2285-003
137.9,2285-003
86.17,2285-003
94.81,2285-003
109.97,2285-003
89.99,2285-003
99.93,2285-003
91.94,2285-003
99.91,2285-003
109.93,2285-003
179.92,2285-003
99.93,2285-003
99.98,2285-003
119.98,2285-003
109.98,2285-003
99.94,2285-003
109.98,2285-003
99.92,2285-003
109.9,2285-003
169.98,2285-003
89.94,2285-003
89.97,2285-003
64.13,2285-003
180.58,2285-003
86.16,2285-003
99.93,2285-003
142.83,2285-003
109.97,2285-003
69.97,2285-003
169.92,2285-003
102.13,2285-003
144.51,2285-003
99.92,2285-003
89.94,2285-003
89.9,2285-003
89.91,2285-003
109.95,2285-003
149.95,2285-003
154.71,2285-003
151.75,2285-003
46.32,2285-003
99.9,2285-003
99.94,2285-003
119.95,2285-003
169.91,2285-003
84.32,2285-003
99.95,2285-003
89.9,2285-003
34.89,2285-003
109.99,2285-003
137.25,2285-003
1000.0,2285-003
1139.67,2485-003
793.11,2494-043
1206.9,2494-043
30.74,2808-003
50.0,2808-003
50.0,2808-003
5358.52,1620-004
180.44,3901-039
2012.22,3901-039
4317.65,3901-049
870.69,3901-049
4299.3,3901-049
4652.02,3901-049
3827.73,3901-019
327.59,3901-051
1163.79,1640-004
259.48,1640-004
259.48,1640-004
5473.17,1620-004
2591.01,3901-049
2433.75,3901-049
1059.05,3901-051
2271.62,3901-049
1773.44,3901-049
258.62,3629-003
708.86,7230-005
431.03,3629-003
431.03,3629-003
431.03,3629-003
431.03,3629-003
517.24,3629-003
800.0,7080-003
1795.7,1641-003
587.93,2080-003
650.0,7080-003
313.04,3410-012
10.34,3629-003
1724.14,3629-003
159.48,7080-003
59.0,3410-012
30.74,7038-009
80.0,3410-012
54.0,3629-003
103.0,3629-003
31.32,7038-009
31.32,7038-009
1856.0,2080-003
522.2,7230-005
672.55,7230-001
-167845.72,Petty Cash & Floats
-450.0,Petty Cash & Floats
8697617.0,Income (Funding)
1391618.72,Income (Funding) IVA
5500.0,2394-005
15000.0,2494-003
12420.0,2494-071
6000.0,2498-003
500.0,2498-003
500.0,2498-003
1050.0,2498-003
19000.0,2490-003
15000.0,2490-003
2000.0,2390-005
1400.0,2498-003
35000.0,2398-003
800.0,2498-003
3500.0,2398-003
3050.0,2494-055
2270.0,2498-003
11450.0,2498-003
1832.98,2498-003
800.0,2498-003
12700.0,2498-003
18200.0,2398-003
140000.0,3412-027
308.42,3683-202
308.42,3683-202
462.62,3683-202
226.17,3683-202
222.06,3683-202
111.03,3683-202
222.06,3683-202
226.17,3683-202
226.17,3683-202
154.21,3683-202
154.21,3683-202
154.21,3683-202
154.21,3683-202
226.17,3683-202
154.21,3683-202
226.16,3683-202
231.3,3683-202
287.84,3683-202
575.69,3683-202
287.84,3683-202
287.84,3683-202
93.62,3683-202
51.4,3683-202
6860.06,3683-202
6860.06,3683-202
10290.13,3683-202
5030.73,3683-202
4939.24,3683-202
2469.64,3683-202
4939.24,3683-202
5030.73,3683-202
5030.73,3683-202
3430.03,3683-202
3430.03,3683-202
3430.03,3683-202
3430.03,3683-202
5030.72,3683-202
3430.03,3683-202
5030.72,3683-202
5145.06,3683-202
6402.72,3683-202
12805.44,3683-202
6402.72,3683-202
6402.72,3683-202
2082.51,3683-202
1143.32,3683-202
9240.0,3442-025
12419.21,3936-004
51630.14,3632-003
7510.0,3632-003
2520.0,3442-025
121546.42,4180-003
16200.0,3442-033
152640.0,3442-034
17280.0,3442-038
145965.0,3410-013
7560.0,2494-059
5000.0,2494-007
10000.0,1410-005
1600.0,1641-004
60000.0,3412-031
46000.0,2010-014
24000.0,2011-007
20000.0,2011-015
75000.0,7002-003
11000.0,7001-007
11000.0,2011-022
11000.0,7001-006
46000.0,2010-013
24000.0,2011-006
20000.0,2011-014
25000.0,2494-003
6000.0,2494-035
1056.8,3902-052
30000.0,7002-003
80000.0,3793-003
582177.36,7094-003
14000.0,3407-007
37800.0,2013-006
33500.0,1202-005
67000.0,1202-006
67000.0,1202-006
42000.0,1204-006
42000.0,1204-006
20000.0,2001-006
16000.0,2014-005
12500.0,2017-005
3500.0,2017-005
18000.0,2020-011
9000.0,2020-011
9300.0,2019-005
7000.0,2020-017
3100.0,2019-011
32000.0,2014-016
5000.0,2020-027
3500.0,2020-027
36000.0,2014-011
45000.0,2005-020
7000.0,3402-006
10000.0,3403-020
2940.0,3403-038
37800.0,3403-004
12600.0,3403-005
12600.0,3403-005
12600.0,3403-005
15750.0,2206-005
10000.0,2405-025
3415.0,2405-025
7700.0,2206-011
8820.0,2495-013
15750.0,2403-016
13230.0,2405-025
1520.0,2405-025
2940.0,2405-025
1470.0,2405-025
4410.0,2403-022
7350.0,2403-022
1950.0,2403-022
3900.0,2403-021
4410.0,2405-025
4410.0,2405-025
3900.0,2403-021
23625.0,2403-004
15750.0,2403-005
8820.0,2403-005
34000.0,2501-005
7350.0,2403-005
1470.0,2403-005
4410.0,2403-005
8333.35,2401-039
8925.0,2401-016
8333.35,2401-016
1470.0,2401-010
1498.29,2401-010
3333.34,2401-010
5880.0,2405-025
7500.0,2707-005
44000.0,5009-005
22000.0,5010-005
3000.0,2805-019
105000.0,3101-005
105000.0,3101-005
7166.66,3104-014
32500.0,3145-052
7166.66,3104-004
649000.0,1201-006
17622.15,3001-003
7157.4,3002-015
7157.4,2902-017
7157.4,3002-003
7157.4,3002-010
19550.0,3004-004
3258.32,3004-005
8000.0,3601-005
84000.0,1403-086
12600.0,1403-023
50400.0,1403-051
2000.0,3416-004
4154.0,1411-033
7654.0,1411-038
8090.0,1411-033
2317.24,2485-003
1189.66,2485-003
314.66,2485-003
1206.47,2498-003
34.8,2285-003
250.0,2498-003
485.0,2494-071
1982.75,2498-003
1640.0,2498-003
980.0,2498-003
59.74,2498-003
358.3,2498-003
1040.0,2498-003
748.29,2498-003
899.4,2498-003
851.73,2498-003
1724.14,2498-003
732.76,2498-003
1206.47,2498-003
180.0,2498-003
790.0,2498-003
350.0,2498-003
132.0,2285-003
48.0,2285-003
95.0,2285-003
34.8,2285-003
261.0,2498-003
750.0,2498-003
600.0,2285-003
135.0,2498-003
343.97,2598-003
2800.0,2598-003
1670.26,2385-003
47.02,2285-003
48.62,2385-003
11410.79,2494-003
2533.88,2498-003
1000.0,2494-003
1549.14,3410-012
595.28,3632-009
58.62,3629-006
90.52,3629-006
481.9,3629-006
623.33,3632-009
106.9,3629-006
929.31,3410-012
2570.56,7080-003
1067.0,3410-012
1567.59,3410-012
2882.4,7230-001
338.29,3904-003
78.51,3904-003
51.65,3904-003
77.52,3904-003
310.29,3904-003
188.09,3904-003
68.94,3904-003
77.57,3904-003
87.96,3904-003
336.18,3904-003
297.57,3904-003
103.41,3904-003
38.16,3904-003
86.12,3904-003
108.41,3904-003
229.62,3904-003
112.05,3904-003
292.55,3904-003
104.47,3904-003
224.97,3904-003
51.69,3904-003
163.71,3904-003
77.56,3904-003
86.16,3904-003
200.46,3904-003
86.16,3904-003
120.64,3904-003
1120.69,3629-006
318.97,3401-042
178.45,3401-042
1706.41,3498-003
53.02,3401-042
23.71,3401-042
53.02,3401-042
58.62,3485-003
103.45,3498-003
248.28,3498-003
2155.17,3412-127
34.22,3401-042
328.0,3401-042
34.8,3401-042
34.8,3401-042
30.74,3401-042
528.86,3498-003
159.05,3498-003
507.76,3401-042
1463.79,3485-003
34.22,3401-042
400.0,2494-003
1600.0,2494-003
15.0,3901-051
15.0,3901-051
15.0,3901-051
15.0,3901-051
15.0,3901-051
15.0,3901-051
15.0,3901-051
15.0,3901-051
20.0,7080-003
20.0,7080-003
630.0,7080-003
350.0,7080-003
34.22,7038-009
17.0,7080-003
14.0,3629-006
602.59,7080-003
609.0,7080-003
300.0,7080-003
237.0,4180-003
34.22,7080-003
635.25,2042-003
765.96,7080-003
-26422.09,Petty Cash & Floats
-81118.58,Petty Cash & Floats
-15000.0,Debtor
-14000.0,Debtor
-30000.0,Debtor
-10000.0,Debtor
-90400.0,Debtor
3900.0,2403-005
12600.0,1403-023
9154.0,1411-007
8936.0,1411-047
11090.0,1411-047
35689.35,2495-003
976.2,3091-003
976.19,3091-003
976.19,3091-003
976.19,3091-003
976.19,3091-003
976.19,3091-003
976.19,3091-003
976.19,3091-003
976.19,3091-003
976.19,3091-003
976.19,3091-003
976.19,3091-003
976.19,3091-003
976.19,3091-003
976.19,3091-003
976.19,3091-003
976.19,3091-003
976.19,3091-003
976.19,3091-003
976.19,3091-003
976.19,3091-003
4200.0,3407-007
5000.0,3683-127
10000.0,3683-129
18000.0,2020-027
5880.0,2405-004
2940.0,2206-017
5880.0,2405-025
1500.0,2707-025
2385.8,2911-003
11000.0,2011-023
15300.0,7008-003
13200.0,1403-065
88200.0,1401-050
720.0,3442-007
16000.0,2403-022
1470.0,2403-022
8000.0,2403-022
1500.0,2707-025
4000.0,2020-027
18900.0,2013-006
75600.0,2013-006
8000.0,2014-005
40000.0,1222-009
9000.0,2014-011
5000.0,3683-127
8000.0,2014-016
4000.0,2020-027
1120.89,2020-038
9800.0,2502-012
17850.0,2401-005
8820.0,2405-025
2120.0,3442-007
44000.0,5009-005
22000.0,5010-005
7157.4,2902-011
2385.8,2911-003
2385.8,2911-003
7500.0,2805-019
6000.0,2805-019
5000.0,1404-005
5000.0,1404-005
15000.0,1404-005
10570.0,1404-005
3600.0,1404-005
25590.0,1410-008
7154.0,1411-007
15526.0,1411-047
4154.0,1411-058
2500.0,3145-016
4333.33,3102-003
3431.66,2080-003
-15000.0,Debtor
-50000.0,Debtor
-159600.0,Debtor
1454966.6,Impuestos Pagados (IVA)
829657.08,Impuestos Pagados (ISR)
96600.0,1401-064
44100.0,6002-004
44100.0,6002-004
35000.0,5402-003
1317.0,3412-138
1872.53,3632-009
200.0,3410-012
1200.0,3629-006
500.0,3410-012
400.0,3901-049
1010.0,3901-049
452.0,3410-012
736.95,3410-012
819.83,4180-003
1095.69,4180-003
857.0,4180-003
3338.24,3901-049
2434.81,3901-049
2699.89,3901-049
3972.13,3901-049
6471.9,3901-049
259.48,1640-009
259.48,1640-009
933.62,3629-006
229.32,3629-006
-33895.41,Petty Cash & Floats
569.86,7038-008
8000.0,2045-005
10000.0,2707-014
4285.0,1404-005
2940.0,2206-017
3300.0,1413-032
4771.6,3002-016
1500.0,4180-003
52800.0,1403-065
4154.0,1411-007
4154.0,1411-007
5000.0,3145-025
6480.0,3101-013
5000.0,3003-023
5000.0,3683-127
3750.0,1204-006
67000.0,1202-006
8000.0,2014-005
20000.0,1403-072
8400.0,1403-072
16925.03,3683-202
510.0,1621-003
174781.0,3698-003
-52500.0,Debtor
11000.0,2011-023
135000.0,2594-003
68.5,3410-012
895.0,3901-051
48.08,3904-003
189.77,3904-003
294.64,3904-003
160.06,3904-003
187.78,3904-003
126.48,3904-003
4724.37,3901-049
2150.0,3901-051
3950.0,1640-009
1724.14,3629-006
301.0,1640-009
3318.34,1640-009
4318.34,1640-009
128828.48999999999,3632-009
-22732.36,Petty Cash & Floats
-148971.73,Petty Cash & Floats
5000.0,3683-127
5000.0,3683-127
52500.0,3101-005
100000.0,3101-006
600560.0,1201-006
100000.0,1621-008
8000.0,2020-047
44000.0,5009-005
5000.0,1404-005
4500.0,3407-005
15800.0,3410-012
3611.04,3902-008
114696.15,3903-029
14440.0,1287-007
633.62,3485-003
8620.71,3412-115
-10735.01,Petty Cash & Floats
-10524.3103448276,DEV IVA
200463.09,DEV IVA
13600.0,1287-007
4050.0,2485-004
1500.0,2485-004
40000.0,1222-009
67000.0,1202-006
12600.0,3403-005
18200.0,3407-007
517.24,3629-006
517.24,3629-006
862.07,3629-006
14.0,3629-006
10.0,3629-006
10.0,3629-006
-2234.0,Petty Cash & Floats
-6261.0,Petty Cash & Floats
5000.0,3683-129
5000.0,3683-129
44000.0,5009-005
13000.0,1287-007
13480.0,1287-007
449660.28,Impuestos Pagados (IVA)
226345.96,Impuestos Pagados (ISR)
631603.25,DEV IVA
-33159.17,DEV IVA
12500.0,Petty Cash & Floats
400.0,7038-009
4733.0,7002-008
1403.87,7080-003
10367.12,3632-009
-6989.5,Petty Cash & Floats
-11978.6,Petty Cash & Floats
55000.0,2602-023
246400.0,6001-005
44000.0,5010-005
10376.0,2080-003
-10376.0,Petty Cash & Floats
40.0,3632-009
-40.0,Debtor
13960.0,1287-007
1150.0,3407-007
2850.0,3407-012
5100.0,3407-013
67000.0,1202-006
40000.0,1222-009
44000.0,5009-005
44000.0,5009-005
44000.0,5010-005
4453.32,1287-007
10500.0,1222-003
1500.0,1222-004
13480.0,1287-007
246400.0,6001-005
123514.11,Impuestos Pagados (IVA)
20305.75,Impuestos Pagados (ISR)
3900.0,Petty Cash & Floats
400.0,7038-009
116.0,7038-008
1140.0,7038-008
15661.93,5024-003
1724.14,3629-006
10.34,3629-006
1724.14,3629-006
34.8,3629-006
17.0,3629-006
362.96,3629-006
-20088.69,Petty Cash & Floats
6390.0,5221-001
44000.0,5009-005
13480.0,1287-007
4800.0,6004-005
95000.0,7007-003
677500.0,7007-004
67500.0,7007-005
17785.03,3485-003
40000.0,1222-009
22000.0,5010-005
8080.0,5221-001
15766.62,1287-007
110400.0,6149-003
2500.0,Petty Cash & Floats
400.0,7038-009
9026.64,1287-007
6248.5,7201-003
44100.0,6002-004
44100.0,6002-004
118788.0,6004-003
59639.4,6004-003
6300.0,3407-013
220.84,1643-003
44000.0,5009-005
22000.0,5010-005
9026.64,1287-007
23661.58,3485-003
34334.48,Impuestos Pagados (IVA)
11276.0,Impuestos Pagados (ISR)
14.66,3629-006
14.66,3629-006
862.07,3629-006
1293.1,3629-006
3900.0,5221-001
124.24,1643-003
89.94,1643-003
34.8,3629-006
10207.16,3632-009
-6683.0,Petty Cash & Floats
-11791.66,Petty Cash & Floats
600.0,7038-008
4075250.0,Income (Funding)
4075250.0,7003-004
13600.0,1287-007
4200.0,Petty Cash & Floats
400.0,7038-009
14452.179999999998,3632-009
-16701.37,Petty Cash & Floats
14.66,3629-006
14.66,3629-006
1724.14,3629-006
431.03,3629-006
34.8,3629-006
34.8,3629-006
-2603.62,Petty Cash & Floats
11000.0,5010-005
27500.0,1222-009
55000.0,5009-005
16500.0,5010-005
172069.02800000008,1499-001
142100.0,6004-005
26432.76,6004-003
118995.0,6004-003
65645.25,6004-003
139247.5,6004-003
13264.32,6004-003
331632.32,6004-005
68289.55,6004-004
9755.65,6004-004
471974.0,DEV IVA
2582000.6,DEV IVA
600.0,7038-008
26282.336553860005,Impuestos Pagados (IVA)
17268.918,Impuestos Pagados (ISR)
10324.109999999999,3632-009
-11930.31,Petty Cash & Floats
10000.0,1621-003
-10000.0,Debtor
20090.8,6004-004
132010.45,6004-003
14668.0,3412-003
14668.0,3412-003
260360.93,6004-003
94424.0,6004-003
246400.0,6001-005
15257.6,6004-003
-3962708.0,DEV IVA
630.0,7038-008
500.0,7038-008
630.0,7038-008
91.58,7038-008
-135555.04,DEV IVA
30675.0,6004-005
273638.25,6004-004
101943.5,6004-004
103012.5,6004-004
82410.0,6004-004
70646.8,6004-004
11733.37,Impuestos Pagados (IVA)
3781.25,Impuestos Pagados (ISR)
4200.0,5221-001
-4200.0,Petty Cash & Floats
251665.0,6004-003
120799.2,6004-004
80532.8,6004-003
80532.8,6004-003
67609.93,6004-004
39569.35,6004-005
90444.35,6004-004
244200.0,6004-004
58800.0,6002-004
727850.0,6136-009
67000.0,1202-006
58800.0,6002-004
2176887.63,Income (Funding)
2143.03,Impuestos Pagados (IVA)
2009.08,Impuestos Pagados (ISR)
-31107.81555,DEV IVA
-556445.0,DEV IVA
592529.82,DEV IVA
-24778.63,DEV IVA
1800.0,7038-008
500.0,7038-008
56.79,3401-022
101.7,3401-022
82.5,3401-022
8.1,3401-022
82.14,3401-022
83.52,3401-022
9.222,3401-011
9.222,3401-011
10.266,3401-022
90.0,3401-014
165.0,3401-012
60.0,3401-024
750.0,3401-024
144.0,3401-012
84.6,3401-012
56.475,3401-012
86.175,3401-012
90.0,3401-014
165.0,3401-012
60.0,3401-024
750.0,3401-024
144.0,3401-012
84.6,3401-012
56.475,3401-012
86.175,3401-012
325.37999999999994,2495-003
780.0,3401-024
6.8999999999999995,1426-008
36.6,1426-008
9.222,3401-011
4.2,3401-022
4.5,3401-022
4.8,3401-022
4.5,3401-022
12.9,3401-022
29.639999999999997,3401-022
32.76,3401-022
9.222,3401-022
10.232999999999999,1426-008
154.01399999999998,1487-003
160.935,1487-003
26.4,1487-003
104.973,1487-003
119.96699999999998,1487-003
1060.671,4180-003
109.61699999999999,1487-003
48.861,1487-003
177.24299999999997,1487-003
6432.4890000000005,1640-005
9.395999999999999,2285-003
54.809999999999995,2285-003
9.395999999999999,2285-003
10.44,2285-003
10.176,2285-003
3.0,2285-003
9.395999999999999,2285-003
10.44,2285-003
48.0,2794-003
24.0,2794-003
10.44,2285-003
15.0,2285-003
3.0,2285-003
10.44,2285-003
10.266,3401-022
9.222,2285-003
34.5,2585-003
356.4,2594-003
145.79999999999998,2594-003
27.0,2594-003
47.1,2594-003
3.3,2585-003
1.5,2585-003
1.5,2585-003
510.0,2594-003
10.5,2585-003
10.5,2585-003
13.5,2585-003
86.1,2042-003
10.266,3401-011
840.003,7050-005
10.26,3401-011
10.266,3401-011
166.2,2042-003
215.7,3401-011
10.266,3401-011
11.4,2042-003
102.0,2042-003
3.0,2585-003
3.0,2585-003
9.0,2585-003
3.0,2585-003
3.0,2585-003
9.0,2585-003
27.0,2585-003
10.44,2285-003
9.395999999999999,2285-003
8.85,2285-003
182.4,2494-035
1170.3,2494-035
9.6,2285-003
176.4,2494-035
9.222,2285-003
9.222,2285-003
7.5,3401-003
6.207,3401-003
22.5,3401-003
7.5,3401-003
22.5,3401-003
44.513999999999996,3401-003
8.85,3401-003
4.5,3401-003
21.599999999999998,3401-003
10.5,3401-003
44.1,3401-003
50.4,3401-003
22.5,3401-003
81.0,3401-003
27.599999999999998,3401-003
51.0,3401-003
13.799999999999999,3401-003
22.8,3401-003
10.44,1426-010
102.315,1426-010
10.232999999999999,1426-010
257.694,1426-010
10.44,1426-010
102.315,1426-010
10.232999999999999,1426-010
257.694,1426-010
16.2,3629-003
16.2,3629-003
16.2,3629-003
20.4,3629-003
922.5,2042-003
75.45,2042-003
150.0,2042-003
131.7,3629-003
16.5,2080-003
10.266,3401-011
10.266,3401-011
170.1,3410-012
900.0,1621-003
10.266,3401-011
300.0,2080-003
10.266,3401-011
360.0,1487-003
150.0,1487-003
2100.0,1621-003
1620.0,2080-003
330.0,2080-003
10.266,3401-011
13.125,7230-001
3.5999999999999996,3412-138
11.1,2080-003
10.266,3401-011
1.5,3629-003
10.266,3401-011
10.266,3401-011
10.266,3401-011
10.266,7038-009
3.0,3629-003
530.1,1426-003
51.0,3442-040
51.0,3442-040
16.2,3442-040
20.4,3442-040
31.5,3442-040
16.2,3442-040
30.9,3442-040
9.222,3401-011
9.222,3401-011
9.222,3401-011
9.222,3401-011
9.222,3401-011
299.43,2794-003
1154.3999999999999,2794-003
539.6999999999999,2794-003
751.74,2794-003
448.5,2794-003
2563.7999999999997,2794-003
10.5,2585-003
3.0,2585-003
6.0,2585-003
24.0,2794-003
10.266,2794-003
27.0,2794-003
6.0,2585-003
48.0,2594-003
47.1,2594-003
30.0,2594-003
10.44,2285-003
10.44,2285-003
10.266,2285-003
10.266,2285-003
6.0,2585-003
18.0,2585-003
9.0,2285-003
8.85,2285-003
18.0,2285-003
10.44,2285-003
18.0,2585-003
18.0,2585-003
10.5,2585-003
3.0,2585-003
7.5,2585-003
18.0,2585-003
18.0,2585-003
10.5,2585-003
3.0,2585-003
7.5,2585-003
10.266,3401-011
10.266,3401-011
3.0,3629-003
3.0,3629-003
5.3999999999999995,3412-138
10.266,3401-011
10.266,3401-011
3.0,3629-003
3.0,3629-003
5.3999999999999995,3412-138
120.0,2623-003
10.266,3401-011
139.5,3632-019
8.1,3412-138
8.1,3412-138
117.0,3632-019
10.266,3401-011
256.95,7050-005
11.7,3632-019
95.7,3410-012
18.105,2794-003
7.5,2794-003
26.099999999999998,2794-003
11.1,2794-003
22.5,2794-003
15.0,2794-003
15.0,2794-003
7.5,2794-003
22.5,2794-003
11.1,2794-003
11.1,2794-003
26.099999999999998,2794-003
9.0,2794-003
27.0,2794-003
25.5,2794-003
18.9,2794-003
45.0,2794-003
60.0,2494-031
15.6,2494-003
28.5,2494-003
9.222,3401-011
18.599999999999998,3629-003
18.599999999999998,3629-003
20.4,3629-003
31.5,3629-003
8.1,3412-138
19.5,3629-003
273.0,3401-042
6.75,3401-042
41.699999999999996,3401-042
50.699999999999996,2494-003
13.5,2494-003
61.554,2794-003
50.688,2794-003
30.0,2285-003
44.85,2494-063
8.85,2285-003
7.199999999999999,2285-003
8.85,2285-003
36.0,2585-003
9.267,2285-003
27.0,2285-003
8.85,2285-003
6.0,2285-003
13.5,2585-003
1.5,2585-003
3.5999999999999996,2585-003
24.599999999999998,2594-003
9.0,2585-003
3.0,2285-003
71.997,2585-003
3.0,2285-003
3.0,2285-003
121.5,2594-003
81.89999999999999,2594-003
105.0,2594-003
4.5,2285-003
8.1,2585-003
10.5,2585-003
9.0,3401-042
22.17,3401-042
122.39999999999999,3401-042
9.27,3401-017
19.2,3401-042
16.8,3401-042
18.0,3401-042
10.5,3401-042
540.0,3412-138
19.5,3416-015
82.428,3416-015
150.0,2080-003
300.0,2080-003
8.1,3412-138
10.266,3401-011
255.0,7050-005
28.799999999999997,3904-003
29.325,3904-003
8.1,3410-012
53.37,1643-003
23.982,1643-003
21.599999999999998,7038-009
9.222,3401-011
555.0,3410-012
20.099999999999998,3904-003
20.025,3904-003
10.44,3401-011
24.0,3904-003
11.7,2494-047
10.44,3401-003
30.0,2494-071
30.0,2494-071
11.4,2494-071
10.266,3401-003
79.2,2494-071
3.3,2585-003
23.4,2594-003
7.5,2585-003
10.266,2285-003
10.44,2285-003
25.5,2494-071
21.0,2494-071
10.266,2285-003
24.407999999999998,2285-003
35.979,2285-003
10.44,2285-003
9.222,3401-003
6.0,3401-042
6.569999999999999,3401-017
29.4,3401-003
12.12,3401-017
35.4,3401-042
9.395999999999999,3401-003
8.1,3401-042
37.5,3401-042
68.1,3401-042
36.0,3401-017
17.7,3401-042
24.9,3401-003
23.7,3401-003
16.5,3401-003
27.0,3485-003
57.599999999999994,3401-042
20.55,3401-017
18.0,3401-042
11.1,3401-003
